step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss
120610,30152,5e-5,0.431206,1.5391,4158.45,2.6298,0.085454,0.160330,2.210687
120620,30155,5e-5,0.484651,1.6236,491.03,0.2696,0.087513,0.166059,2.540934
120630,30157,5e-5,0.405469,1.5000,396.38,0.2958,0.079020,0.157785,2.071041
120640,30160,5e-5,0.446572,1.5629,360.04,0.2824,0.086801,0.174157,2.313100
120650,30162,5e-5,0.475209,1.6084,470.28,0.2725,0.089184,0.182843,2.456876
120660,30165,5e-5,0.492058,1.6357,514.93,0.2827,0.088060,0.172547,2.568609
120670,30167,5e-5,0.530953,1.7006,453.46,0.2799,0.091945,0.178678,2.833356
120680,30170,5e-5,0.494037,1.6389,387.75,0.2875,0.090407,0.169500,2.617755
120690,30172,5e-5,0.458668,1.5820,438.11,0.2928,0.084070,0.165388,2.343133
120700,30175,5e-5,0.477211,1.6116,477.72,0.2847,0.085905,0.164647,2.431038
120710,30177,5e-5,0.471044,1.6017,443.91,0.2932,0.088240,0.170069,2.445737
120720,30180,5e-5,0.428581,1.5351,480.40,0.2963,0.083674,0.163158,2.166010
120730,30182,5e-5,0.425595,1.5305,397.37,0.2816,0.083717,0.163731,2.254069
120740,30185,5e-5,0.447393,1.5642,395.50,0.2726,0.084331,0.158201,2.356857
120750,30187,5e-5,0.443224,1.5577,380.94,0.2708,0.083756,0.165185,2.317896
120760,30190,5e-5,0.471545,1.6025,458.43,0.2754,0.086448,0.163595,2.441121
120770,30192,5e-5,0.466958,1.5951,442.99,0.2947,0.087494,0.165877,2.386525
120780,30195,5e-5,0.521498,1.6845,441.93,0.2610,0.091666,0.178920,2.802759
120790,30197,5e-5,0.482101,1.6195,519.97,0.2723,0.088787,0.170604,2.495997
120800,30200,5e-5,0.416092,1.5160,399.63,0.2785,0.081326,0.157766,2.191760
120810,30202,5e-5,0.489729,1.6319,534.36,0.2767,0.088927,0.172925,2.568303
120820,30205,5e-5,0.395631,1.4853,375.93,0.2840,0.081928,0.157126,2.046576
120830,30207,5e-5,0.465322,1.5925,410.03,0.2699,0.087412,0.165769,2.497727
120840,30210,5e-5,0.481493,1.6185,465.00,0.2721,0.086933,0.168366,2.514110
