step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss
10,10,2.0000001e-5,5.083364,161.3157,5296.13,3.3024,0.197387,0.231995,26.652435
20,20,4.0000003e-5,4.897421,133.9439,5297.08,3.3363,0.185424,0.221550,24.879311
30,30,6.0000002e-5,4.608763,100.3599,5361.59,3.2032,0.143737,0.153414,24.403294
40,40,8.0000005e-5,4.404439,81.8132,5241.24,3.3729,0.114684,0.106927,22.334805
50,50,1.00000005e-4,4.163156,64.2740,4989.39,3.5221,0.102814,0.087016,21.445269
60,60,1.20000004e-4,3.988114,53.9530,5305.96,3.3735,0.102625,0.080894,20.559206
70,70,1.4e-4,3.845530,46.7835,5223.05,3.2266,0.105267,0.063395,20.428585
80,80,1.6000001e-4,3.736090,41.9337,5039.96,3.4693,0.096041,0.053071,19.298885
90,90,1.8000002e-4,3.618107,37.2670,5020.16,3.3290,0.088948,0.040014,19.140966
100,100,2.0000001e-4,3.500492,33.1317,4909.11,3.5607,0.086653,0.032962,18.070118
110,110,2.2000002e-4,3.412498,30.3409,5344.45,3.2634,0.086142,0.029492,17.665154
120,120,2.4000001e-4,3.294205,26.9560,5197.69,3.3763,0.087579,0.026231,16.838036
130,130,2.6e-4,3.239743,25.5272,5210.60,3.3507,0.098659,0.029879,16.899906
140,140,2.8e-4,3.126984,22.8051,5851.75,2.9762,0.102229,0.030060,16.077789
150,150,3e-4,3.048912,21.0924,5160.01,3.3810,0.115100,0.030501,15.614168
160,160,3.2000002e-4,2.959162,19.2818,5118.56,3.4164,0.129482,0.034098,15.131943
170,170,3.4000003e-4,2.881062,17.8332,5642.01,3.0154,0.143194,0.036795,15.019831
180,180,3.6000003e-4,2.777544,16.0795,5154.99,3.3773,0.166259,0.042599,14.241682
190,190,3.8e-4,2.746983,15.5955,5371.24,3.1683,0.197605,0.048454,14.301900
200,200,4.0000002e-4,2.657259,14.2572,5304.67,3.2885,0.216536,0.046956,13.483389
210,210,4.2e-4,2.599055,13.4510,5618.23,3.0736,0.246503,0.054184,13.232277
220,220,4.4000003e-4,2.556878,12.8955,5242.63,3.3037,0.249759,0.050624,13.022490
